festival_id,name,festival_type,destination_id,destination_name,start_date,end_date
Q5327561,East-East,festival,Q37,Lithuania,,
Q7627990,Studentu paradīze,festival,Q211,Latvia,,
Q112080263,Lucon,recurring event,Q39121,Leeds,,
Q112185038,Partout – Platform for international Performance Art,festival,Q807,Lausanne,2020-10-02,2020-10-11
Q937328,Feast of the Pheasant,ceremony,Q648,Lille,,
Q4076961,Baltcon,festival,Q211,Latvia,,
Q4076961,Baltcon,festival,Q37,Lithuania,,
Q112175383,Les Urbaines Performance Festival 2014,festival,Q807,Lausanne,,
Q2568529,New Wave 2010,festival occurrence,Q211,Latvia,,
Q7333342,Riga Salsa Festival,festival,Q211,Latvia,,
Q19508432,Supernova,recurring event,Q211,Latvia,,
Q4881387,Beirut Nights,festival,Q822,Lebanon,,
Q98947020,White Night,recurring event,Q211,Latvia,,
Q112175096,Les Urbaines Performance Festival 2001-2003,festival,Q807,Lausanne,,
Q15864742,Užgavėnės,party,Q37,Lithuania,,
Q3074850,Foire de Liège,festival,Q3992,Liège,,
Q137909802,No Trolls Allowed,recurring event,Q37,Lithuania,2013-07-19,
Q19841497,1884 National Eisteddfod of Wales,festival occurrence,Q24826,Liverpool,,
Q55171303,A Summer in Le Havre,festival,Q42810,Le Havre,,
Q18638656,Lithuanian Song Festival,recurring event,Q37,Lithuania,,
Q109729341,Wiki Loves Earth in Latvia,recurring event,Q211,Latvia,,
Q67080823,JazzOnze+,festival,Q807,Lausanne,,
Q51845040,m4music,festival,Q807,Lausanne,1998-01-01,
Q97233807,Riga Fashion Week,recurring event,Q211,Latvia,,
Q4836937,B 018,discothèque,Q822,Lebanon,,
Q61892420,Al-Manar Football Festival,recurring event,Q822,Lebanon,,
Q19841520,1929 National Eisteddfod of Wales,festival occurrence,Q24826,Liverpool,,
Q112175447,Les Urbaines Performance Festival 2018,festival,Q807,Lausanne,,
Q13128183,1900 National Eisteddfod of Wales,festival occurrence,Q24826,Liverpool,,
Q112175299,Les Urbaines Performance Festival 2021,festival,Q807,Lausanne,,
Q3028738,Libre Graphics Meeting,recurring event,Q2079,Leipzig,,
Q5574730,Go Blonde Festival,festival,Q211,Latvia,,
Q673014,Prix de Lausanne,recurring event,Q807,Lausanne,,
Q113253520,Libya International Holy Quran Competition,recurring event,Q1016,Libya,,
Q6407064,Kilkim Žaibu,recurring event,Q37,Lithuania,,
Q4070157,Artdocfest,festival,Q211,Latvia,,
Q139165304,EcomExpo,recurring event,Q37,Lithuania,,
Q112175014,Les Urbaines Performance Festival,festival,Q807,Lausanne,,
Q48879529,Rock in Rio Lisboa I,festival occurrence,Q597,Lisbon,2004-05-28,2004-06-06
Q65129607,Christmas on Earth Festival,festival,Q39121,Leeds,,
Q112175468,Les Urbaines Performance Festival 2016,festival,Q807,Lausanne,,
Q890297,Baltic song festivals,festival,Q211,Latvia,,
Q890297,Baltic song festivals,festival,Q37,Lithuania,,
Q15715248,SXSW V2V,recurring event,Q23768,Las Vegas,,
Q112175328,Les Urbaines Performance Festival 2019,festival,Q807,Lausanne,,
Q16851156,Jurģi,festival,Q211,Latvia,,
Q12654989,Gaudeamus,festival,Q211,Latvia,,
Q12654989,Gaudeamus,festival,Q37,Lithuania,,
Q1152956,DEF CON,recurring event,Q23768,Las Vegas,,
Q6672817,Jāņi,festival,Q211,Latvia,,
Q48879654,Rock in Rio Lisboa II,festival occurrence,Q597,Lisbon,,
Q662829,Eurocon,recurring event,Q37,Lithuania,,
Q12646889,AXX,festival,Q37,Lithuania,,
Q134439968,Wiki Loves Monuments in Lithuania,recurring event,Q37,Lithuania,,
Q111149729,Wiki Loves Monuments in Latvia,recurring event,Q211,Latvia,,
Q4796950,Art Madrid,recurring event,Q2807,Madrid,,
Q131193721,1855 National Eisteddfod of Wales,festival occurrence,Q84,London,,
Q135831137,International Festival of Letters and Arts (FESTILARTS),festival,Q3792,Lomé,,
Q662829,Eurocon,recurring event,Q32,Luxembourg,,
Q13632977,Fashionclash,festival,Q1309,Maastricht,,
Q10948,Bocuse d'Or,recurring event,Q456,Lyon,1987-01-01,
Q136485557,HR Lovers Afterwork,recurring event,Q2807,Madrid,,
Q30589254,Picocon,recurring event,Q84,London,,
Q78846875,MADferia,festival,Q2807,Madrid,,
Q1395073,Famadihana,ceremony,Q1019,Madagascar,,
Q123862814,FIMO 228,festival,Q3792,Lomé,,
Q1127473,L.A. Outfest,festival,Q65,Los Angeles,,
Q12119143,Lviv International Children’s Festival,festival,Q36036,Lviv,,
Q117717339,Luxcon,recurring event,Q32,Luxembourg,,
Q2446735,London Fashion Week,recurring event,Q84,London,1984-01-01,
Q9184805,Sztukmistrzów Carnival,festival,Q37333,Lublin,,
Q5368835,Emaischen,festival,Q1842,Luxembourg,,
Q5368835,Emaischen,festival,Q32,Luxembourg,,
Q25640486,Queensday Maastricht,festival,Q1309,Maastricht,,
Q139672443,Psymposium,recurring event,Q2807,Madrid,,
Q96622031,Wiki Loves Folklore,recurring event,Q1019,Madagascar,,
Q30740257,Fête des Merveilles,ceremony,Q456,Lyon,,
Q119478325,Wednesday Concerts,recurring event,Q84,London,,
Q123310678,Émergence Films Festival,festival,Q3792,Lomé,,
Q1287634,International Festival of Photography in Lodz,festival,Q580,Łódź,,
Q11821535,FashionPhilosophy Fashion Week Poland,festival,Q580,Łódź,,
Q9259206,Festiwal Dialogu Czterech Kultur,festival,Q580,Łódź,,
Q59814090,Super Demain,festival,Q456,Lyon,,
Q1355092,Octave celebration,party,Q32,Luxembourg,,
Q2274064,Be-In,festival,Q65,Los Angeles,,
Q113461590,London Trans+ Pride,recurring event,Q84,London,,
Q9259336,Łódź of Four Cultures Festival,festival,Q580,Łódź,,
Q3028738,Libre Graphics Meeting,recurring event,Q2807,Madrid,,
Q6697775,Lucknow Mahotsav,festival,Q47916,Lucknow,,
Q6669815,London A Cappella Festival,recurring event,Q84,London,,
Q56145919,Professional Concerts,recurring event,Q84,London,,
Q8027085,WisCon,recurring event,Q43788,Madison,,
Q16972574,CicLAvia,recurring event,Q65,Los Angeles,,
Q113023151,Handel Festival 1857,festival,Q84,London,,
Q2584209,Anime Expo,recurring event,Q65,Los Angeles,,
Q3028738,Libre Graphics Meeting,recurring event,Q84,London,,
Q3028738,Libre Graphics Meeting,recurring event,Q456,Lyon,,
Q4266494,London Festival of Architecture,festival,Q84,London,,
Q85229173,Urban Highline Festival Lublin,festival,Q37333,Lublin,,
Q112040117,Nine Worlds,recurring event,Q84,London,,
Q55176050,Shrekfest,festival,Q43788,Madison,,
Q62558388,Vocal Concerts,recurring event,Q84,London,,
Q2906822,Blockbuster Entertainment Awards,recurring event,Q65,Los Angeles,,
Q6670410,London Film and Comic Con,recurring event,Q84,London,,
Q9259255,Miasto Poezji,festival,Q37333,Lublin,,
Q6670505,London International Festival of Exploratory Music,recurring event,Q84,London,,
Q538406,Buergbrennen,party,Q32,Luxembourg,,
Q627485,World Pastry Cup,recurring event,Q456,Lyon,1989-01-01,
Q139961697,South by Southwest London 2025,festival occurrence,Q84,London,2025-06-02,2025-06-07
Q6815954,Men's Fashion Week Los Angeles,recurring event,Q65,Los Angeles,,
Q2663784,Festival of Britain,festival,Q84,London,1951-03-24,1951-11-03
Q78220196,International Pakistan Prestige Awards,recurring event,Q84,London,,
Q4966654,Bridges Handicap Race,recurring event,Q84,London,,
Q20646971,British Citizen Awards,recurring event,Q84,London,,
Q5861826,San Lorenzo Festival (Madrid),party,Q2807,Madrid,,
Q112615511,Aquacon,recurring event,Q65,Los Angeles,,
Q5529780,Geek.Kon,recurring event,Q43788,Madison,,
Q5215209,Dance Umbrella,festival,Q84,London,,
Q2240130,KunstTour,festival,Q1309,Maastricht,,
Q16896934,Oslo,discothèque,Q84,London,,
Q110958110,Festival Internacional de Magia de Madrid,festival,Q2807,Madrid,2011-01-01,
Q18160724,London Super Comic Convention,recurring event,Q84,London,,
Q127599572,Back2Black Festival,festival,Q84,London,,
Q123092347,British Concerts,recurring event,Q84,London,,
Q2321840,Musica Sacra Maastricht,festival,Q1309,Maastricht,,
Q5445777,Festival of Europe,festival,Q84,London,,
Q12089187,Dislocation (festival),festival,Q36036,Lviv,,
Q22087183,Lumiere,festival,Q84,London,,
Q139961683,South by Southwest London 2026,festival occurrence,Q84,London,2026-06-01,2026-06-06
Q65054598,Borneo Fashion Week,recurring event,Q833,Malaysia,2017-01-01,
Q27963750,Chak phra,recurring event,Q833,Malaysia,,
Q139488682,2017 Melaka well-being program,recurring event,Q833,Malaysia,2017-05-13,2017-05-14
Q139486688,2015 Melaka well-being program,recurring event,Q833,Malaysia,2015-03-27,2015-03-29
Q139488678,2017 Perak well-being program,recurring event,Q833,Malaysia,2017-10-27,2017-10-29
Q108326540,Wiki Loves Monuments in Malta,recurring event,Q233,Malta,,
Q25687998,Maltese Carnival,recurring event,Q233,Malta,,
Q130449694,VI Bienal Latinoamericana de Arquitectura de Paisaje,festival,Q48278,Medellín,2024-10-16,2024-10-17
Q24934691,census in Malaysia,recurring event,Q833,Malaysia,,
Q10244,Diwali,festival,Q1027,Mauritius,,
Q139378331,Seksualiti Merdeka 2008,festival,Q833,Malaysia,2008-08-29,2008-08-31
Q16997282,Manchester Comedy Festival,festival,Q18125,Manchester,,
Q4707938,Alan Turing Centenary Conference,recurring event,Q18125,Manchester,2012-06-22,2012-06-25
Q42176250,Rocktoberfest Borneo,recurring event,Q833,Malaysia,,
Q7711307,Malmöfestivalen,festival,Q2211,Malmö,,
Q18208274,Kuala Lumpur Fashion Week,recurring event,Q833,Malaysia,,
Q96622031,Wiki Loves Folklore,recurring event,Q233,Malta,,
Q7318594,egg flower,ceremony,Q833,Malaysia,,
Q42305826,QED,recurring event,Q18125,Manchester,2011-01-01,
Q1886519,Festival Dansa-Diawoura,festival,Q912,Mali,,
Q139488683,2017 Penang well-being program,recurring event,Q833,Malaysia,2017-12-09,2017-12-11
Q79208045,Kuala Lumpur Summit,recurring event,Q833,Malaysia,,
Q124317844,0161 Festival,festival,Q18125,Manchester,,
Q139486692,2015 Pahang well-being program,recurring event,Q833,Malaysia,2015-08-21,2015-08-24
Q139488677,2017 Pahang well-being program,recurring event,Q833,Malaysia,2017-08-18,2017-08-21
Q131294364,Marrakech Popular Arts Festival,festival,Q101625,Marrakech,,
Q139486690,2015 Perak well-being program,recurring event,Q833,Malaysia,2015-05-11,2015-05-13
Q134028947,United Front for Multiparty Democracy,party,Q1020,Malawi,,
Q6478640,Lake of Stars Music Festival,recurring event,Q1020,Malawi,2004-01-01,
Q61099606,Trooping the Colour (Malaysia),ceremony,Q833,Malaysia,,
Q124313901,Festival Permainan Malaysia,festival,Q833,Malaysia,,
Q12700537,Big Bad Wolf Books,recurring event,Q833,Malaysia,,
Q139898702,Festgħana,festival,Q233,Malta,,
Q25486500,Malaysian Islamic Party's annual general meeting,recurring event,Q833,Malaysia,,
Q67303429,Festival of Urban Culture at La Castellane,festival,Q23482,Marseille,2019-01-01,
Q19839999,Chu Hua Yuan,ceremony,Q833,Malaysia,,
Q12682000,Sacred food as offering,ceremony,Q833,Malaysia,,
Q118127974,Wiki Loves Earth in Malaysia,recurring event,Q833,Malaysia,,
Q109617399,Ong Chun,ceremony,Q833,Malaysia,,
Q6718973,MTV World Stage Live in Malaysia,recurring event,Q833,Malaysia,2007-01-01,
Q139488675,2017 Kelantan well-being program,recurring event,Q833,Malaysia,2017-04-28,2017-04-30
Q136007869,Malaysian Games and Comics Convention 2012,recurring event,Q833,Malaysia,,
Q24946823,Borneo Cultural Festival,festival,Q833,Malaysia,,
Q29271,Pongal,festival,Q833,Malaysia,,
Q29271,Pongal,festival,Q1027,Mauritius,,
Q139486691,2015 Klang Valley well-being program,recurring event,Q833,Malaysia,2015-05-22,2015-05-24
Q139486689,2015 Terengganu well-being program,recurring event,Q833,Malaysia,2015-04-16,2015-04-18
Q139488674,2017 Sabah well-being program,recurring event,Q833,Malaysia,2017-03-24,2017-03-26
Q139378460,Seksualiti Merdeka 2010,festival,Q833,Malaysia,2010-10-03,2010-10-17
Q4256343,Malaysia Film Festival,recurring event,Q833,Malaysia,,
Q139486687,2015 Johor well-being program,recurring event,Q833,Malaysia,2015-03-06,2015-03-08
Q7278814,Rabu pungkasan,festival,Q833,Malaysia,,
Q12699415,Langkawi International Maritime and Aerospace Exhibition,recurring event,Q833,Malaysia,,
Q7447349,Seksualiti Merdeka,festival occurrence,Q833,Malaysia,,
Q580654,Festival of the Flowers,festival,Q48278,Medellín,,
Q139486742,JAKIM LGBT Outreach Programme,recurring event,Q833,Malaysia,,
Q139486693,2015 Kedah well-being program,recurring event,Q833,Malaysia,2015-10-11,2015-10-13
Q139378435,Seksualiti Merdeka 2009,festival,Q833,Malaysia,2009-08-12,2009-08-16
Q18386346,Pan American Sports Festival,festival,Q96,Mexico,,
Q106980863,Guelaguetza,festival,Q96,Mexico,,
Q6865209,Minicon,recurring event,Q36091,Minneapolis,,
Q6811770,Melbourne Fashion Festival,recurring event,Q3141,Melbourne,1996-01-01,
Q3070315,2009 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,
Q6861503,Top Marques Monaco,recurring event,Q235,Monaco,,
Q6811774,Melbourne Food and Wine Festival,recurring event,Q3141,Melbourne,,
Q3070316,2010 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,
Q6811807,Melbourne International Animation Festival,recurring event,Q3141,Melbourne,,
Q3306414,2007 Universal Forum of Cultures,recurring event,Q96,Mexico,2007-01-01,
Q7586652,St-Ambroise Montreal Fringe Festival,festival,Q340,Montreal,1990-01-01,
Q5861015,Festival Internacional de Música de Morelia,festival,Q96,Mexico,,
Q130448934,I Bienal Latinoamericana de Arquitectura de Paisaje,festival,Q96,Mexico,2014-06-10,2014-06-11
Q5013416,CONvergence,recurring event,Q36091,Minneapolis,,
Q3070534,Festival du Monde Arabe de Montréal,festival,Q340,Montreal,,
Q55074660,CutOut Fest,festival,Q96,Mexico,,
Q130446454,Latin American Biennial of Landscape Architecture,recurring event,Q96,Mexico,,
Q112418032,P'urépecha New Year's Festival,recurring event,Q96,Mexico,,
Q4721902,Alfeñique fair,festival,Q96,Mexico,,
Q5856656,Fashion Week Mexico,recurring event,Q96,Mexico,,
Q117122814,Festival Nacional de la Birria,festival,Q96,Mexico,,
Q96622031,Wiki Loves Folklore,recurring event,Q96,Mexico,,
Q130449690,III Bienal Latinoamericana de Arquitectura de Paisaje,festival,Q96,Mexico,2018-09-26,2018-09-27
Q5356879,Festival Internacional Cervantino,festival,Q96,Mexico,,
Q60762157,Fashion Week Mexico City,recurring event,Q96,Mexico,,
Q139913541,International Colloquium on Sapphic Writings,recurring event,Q96,Mexico,,
Q60762157,Fashion Week Mexico City,recurring event,Q1489,Mexico City,,
Q5283926,Diversicon,recurring event,Q36091,Minneapolis,,
Q130449690,III Bienal Latinoamericana de Arquitectura de Paisaje,recurring event,Q1489,Mexico City,2018-09-26,2018-09-27
Q137258734,CIBACOPA All-Star Game,recurring event,Q96,Mexico,,
Q130449692,V Bienal Latinoamericana de Arquitectura de Paisaje,festival,Q96,Mexico,,
Q5166126,Convencion de Juegos de Mesa y Comics,recurring event,Q96,Mexico,,
Q16567733,Fiesta de Enero en Chiapa de Corzo,party,Q96,Mexico,,
Q7258838,Puerto Vallarta festival,festival,Q96,Mexico,,
Q116869186,Leon International Balloon Festival,festival,Q96,Mexico,,
Q16034467,Massimadi,festival,Q340,Montreal,,
Q5158628,Concheros,ceremony,Q96,Mexico,,
Q136289122,LNBP All-Star Game,recurring event,Q96,Mexico,,
Q6773081,MarsCon,recurring event,Q36091,Minneapolis,,
Q7096093,Open House Melbourne,recurring event,Q3141,Melbourne,,
Q607585,International Circus Festival of Monte-Carlo,festival,Q235,Monaco,,
Q130449107,II Bienal Latinoamericana de Arquitectura de Paisaje,festival,Q96,Mexico,,
Q111990983,Feria de los Chicahuales,party,Q96,Mexico,,
Q123513558,Festival Internacional de Teatro Universitario,festival,Q96,Mexico,1993-01-01,
Q29443339,Mexico City Pride,recurring event,Q96,Mexico,,
Q17632986,Xochitlalis,festival,Q96,Mexico,,
Q5858790,Municipal Book Fair of Guadalajara,recurring event,Q96,Mexico,,
Q5614753,Guelaguetza,festival,Q96,Mexico,,
Q3028738,Libre Graphics Meeting,recurring event,Q340,Montreal,,
Q16970846,Melbourne Marathon Festival,festival,Q3141,Melbourne,,
Q7272050,Quimera Festival,recurring event,Q96,Mexico,,
Q2009332,OTI Festival 1981,festival occurrence,Q96,Mexico,,
Q116865878,Festival Marica,festival,Q96,Mexico,,
Q5613185,Guadalajara International Book Fair,recurring event,Q96,Mexico,1987-01-01,
Q106097078,Belarusian Military Exhibition,recurring event,Q2280,Minsk,,
Q81610,Mr Gay World,recurring event,Q96,Mexico,,
Q20430438,Gustar,festival,Q217,Moldova,,
Q123256583,Feria del Libro de Aguascalientes,recurring event,Q96,Mexico,,
Q6907391,Moomba,festival,Q3141,Melbourne,1955-01-01,
Q5613183,Guadalajara Gay Pride,recurring event,Q96,Mexico,,
Q4456967,ShadowCon,recurring event,Q16563,Memphis,,
Q116984010,Tlanchana Fest,festival,Q96,Mexico,,
Q3148912,Imagina,festival,Q235,Monaco,,
Q17623129,Muévete en Bici,recurring event,Q96,Mexico,,
Q130449691,IV Bienal Latinoamericana de Arquitectura de Paisaje,festival,Q96,Mexico,2020-09-29,2020-10-02
Q6366640,Vive Latino 1998,festival occurrence,Q96,Mexico,,
Q111944318,Rising,recurring event,Q3141,Melbourne,2022-01-01,
Q765700,OTI Festival 1976,festival occurrence,Q96,Mexico,,
Q107977901,Fandango jarocho,party,Q96,Mexico,,
Q72205356,Feria Internacional del Libro Universitario,recurring event,Q96,Mexico,,
Q56317877,"Corona Capital, Guadalajara",festival,Q96,Mexico,2010-10-16,
Q3330959,MUTEK,festival,Q340,Montreal,,
Q123176833,El Aleph. Festival de arte y ciencia,festival,Q96,Mexico,,
Q1133236,FLISOL,recurring event,Q96,Mexico,,
Q123176833,El Aleph. Festival de arte y ciencia,festival,Q1489,Mexico City,,
Q112660178,Con*Cept,recurring event,Q340,Montreal,,
Q105873851,Bouge d'ici,festival,Q340,Montreal,,
Q19206998,Normandy Format,recurring event,Q490,Milan,,
Q3070809,International Festival of Film on Art,recurring event,Q340,Montreal,,
Q77607393,El Nueve,discothèque,Q96,Mexico,,
Q14226255,Minsk Gay Pride,festival,Q2280,Minsk,,
Q139737336,International Architecture Festival,festival,Q96,Mexico,,
Q117123984,Festival del Tamal y el Atole,festival,Q96,Mexico,,
Q96372033,Anarchapulco,recurring event,Q96,Mexico,,
Q661777,Feria Nacional de San Marcos,party,Q96,Mexico,,
Q130448934,I Bienal Latinoamericana de Arquitectura de Paisaje,festival,Q1489,Mexico City,2014-06-10,2014-06-11
Q112617847,Basicon,recurring event,Q3141,Melbourne,,
Q123513558,Festival Internacional de Teatro Universitario,festival,Q1489,Mexico City,1993-01-01,
Q29443339,Mexico City Pride,recurring event,Q1489,Mexico City,,
Q26183454,Vive Latino 2015,festival occurrence,Q96,Mexico,,
Q28224128,Melbourne International Games Week,recurring event,Q3141,Melbourne,,
Q116541587,Wiki Loves Monuments in Mexico,recurring event,Q96,Mexico,,
Q19206998,Normandy Format,recurring event,Q2280,Minsk,,
Q51647311,March of the Diversity,recurring event,Q1335,Montevideo,,
Q131278398,Montreal Jazz Festival,festival,Q340,Montreal,,
Q6811812,Melbourne International Jazz Festival,recurring event,Q3141,Melbourne,,
Q1161566,OTI Festival 1974,festival occurrence,Q96,Mexico,,
Q3070337,Gnaoua World Music Festival,recurring event,Q1028,Morocco,,
Q86732596,2013 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,
Q85664014,Gnaoua World Music Festival 2018,festival occurrence,Q1028,Morocco,2018-06-21,2018-06-23
Q17353817,2014 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,
Q85635110,Gnaoua World Music Festival 1999,festival occurrence,Q1028,Morocco,1999-06-24,1999-06-27
Q85662947,Gnaoua World Music Festival 2015,festival occurrence,Q1028,Morocco,2015-05-14,2015-05-17
Q131294364,Marrakech Popular Arts Festival,festival,Q1028,Morocco,,
Q110048786,Trg od ćirilice,festival,Q236,Montenegro,,
Q132200576,Agtana Khureet Festival,recurring event,Q711,Mongolia,,
Q85662053,Gnaoua World Music Festival 2011,festival occurrence,Q1028,Morocco,2011-06-23,2011-06-26
Q85662524,Gnaoua World Music Festival 2013,festival occurrence,Q1028,Morocco,2013-06-20,2013-06-23
Q25349615,15th edition of Mawazine Festival,festival occurrence,Q1028,Morocco,2016-05-20,2016-05-28
Q28495007,2015 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,
Q111431254,Negev Forum,recurring event,Q1028,Morocco,,
Q25110777,Anmugar Amadal N Zafran,festival,Q1028,Morocco,,
Q28495014,2016 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,
Q131283231,Roses Festival,festival,Q1028,Morocco,,
Q25383554,Population census of Morocco,recurring event,Q1028,Morocco,1960-01-01,
Q85636907,Gnaoua World Music Festival 2004,festival occurrence,Q1028,Morocco,2004-06-24,2004-06-27
Q131278983,International Nomad Festival,festival,Q1028,Morocco,,
Q86732525,2018 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,
Q85662304,Gnaoua World Music Festival 2012,festival occurrence,Q1028,Morocco,2012-06-21,2012-06-24
Q3045874,Mawazine,recurring event,Q1028,Morocco,,
Q39074938,2017 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,
Q530944,Boulevard des Jeunes Musiciens,recurring event,Q1028,Morocco,,
Q86733894,2007 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,
Q85638771,Gnaoua World Music Festival 2008,festival occurrence,Q1028,Morocco,2008-06-26,2008-06-29
Q85635672,Gnaoua World Music Festival 2001,festival occurrence,Q1028,Morocco,2001-06-14,2001-06-17
Q12245982,Morocco Donkey Festival,festival,Q1028,Morocco,,
Q85663667,Gnaoua World Music Festival 2019,festival occurrence,Q1028,Morocco,2019-06-20,2019-06-23
Q131294508,Imilchil Marriage Festival,festival,Q1028,Morocco,,
Q85631891,Gnaoua World Music Festival 2016,festival occurrence,Q1028,Morocco,2016-05-12,2016-05-15
Q94085101,Fez Festival of Amazigh Culture,festival,Q1028,Morocco,,
Q86732553,2019 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,
Q85635380,Gnaoua World Music Festival 2000,festival occurrence,Q1028,Morocco,2000-06-08,2000-06-11
Q4865246,Montevizija,festival,Q236,Montenegro,,
Q85636682,Gnaoua World Music Festival 2003,festival occurrence,Q1028,Morocco,2003-06-26,2003-06-29
Q3092853,Imilchil Moussem,festival,Q1028,Morocco,,
Q85631794,Gnaoua World Music Festival 2017,festival occurrence,Q1028,Morocco,2017-06-29,2017-07-01
Q131279123,Marathon des Sables,festival,Q1028,Morocco,,
Q85632056,Gnaoua World Music Festival 1998,festival occurrence,Q1028,Morocco,1998-06-05,1998-06-07
Q16009834,2012 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,
Q85638081,Gnaoua World Music Festival 2007,festival occurrence,Q1028,Morocco,2007-06-19,2007-06-23
Q85635838,Gnaoua World Music Festival 2002,festival occurrence,Q1028,Morocco,2002-06-13,2002-06-15
Q85637338,Gnaoua World Music Festival 2005,festival occurrence,Q1028,Morocco,2005-06-23,2005-06-26
Q16009833,2011 Monte-Carlo Television Festival,festival occurrence,Q235,Monaco,,
Q85637507,Gnaoua World Music Festival 2006,festival occurrence,Q1028,Morocco,2006-06-22,2006-06-25
Q721133,Naadam,festival,Q711,Mongolia,,
Q16934233,Monaco Yacht Show,recurring event,Q235,Monaco,1991-01-01,
Q85662743,Gnaoua World Music Festival 2014,festival occurrence,Q1028,Morocco,2014-06-12,2014-06-15
Q85638912,Gnaoua World Music Festival 2009,festival occurrence,Q1028,Morocco,2009-06-25,2009-06-28
Q124036381,Almost Naked party,party,Q649,Moscow,2023-12-20,2023-12-21
Q113412235,Our Generation 2023,festival occurrence,Q649,Moscow,2023-03-01,2023-04-01
Q452897,The European Fine Art Fair,recurring event,Q55,Netherlands,,
Q7448003,Self-Transcendence 6 & 10 day,recurring event,Q60,New York City,1985-01-01,
Q2082409,Scrooge Festival,festival,Q55,Netherlands,,
Q1846767,Arnhem Mode Biënnale,recurring event,Q55,Netherlands,,
Q2171993,The World Port Days,recurring event,Q55,Netherlands,,
Q5958068,Hypericon,recurring event,Q23197,Nashville,,
Q2256949,Parel van de Veluwe,recurring event,Q55,Netherlands,,
Q1353202,Wiki Loves Monuments,recurring event,Q55,Netherlands,,
Q113493162,May Contain Hackers 2022,recurring event,Q55,Netherlands,2022-07-22,2022-07-26
Q2294184,Brunssum October Fests,party,Q55,Netherlands,,
Q6703618,Lunacon,recurring event,Q60,New York City,,
Q2120072,Eelde Flower Parade,recurring event,Q55,Netherlands,,
Q2287773,Dutch Design Week,recurring event,Q55,Netherlands,2002-01-01,
Q2255458,Week of the Landscape,recurring event,Q55,Netherlands,,
Q2384646,Summer Carnival,party,Q55,Netherlands,,
Q1863445,GLOW Festival Eindhoven,festival,Q55,Netherlands,,
Q1113829,New York Fashion Week,recurring event,Q60,New York City,1943-01-01,
Q2635715,6th World Festival of Youth and Students,festival occurrence,Q649,Moscow,,
Q2359698,T-DOSE,recurring event,Q55,Netherlands,2006-12-02,
Q124102031,International University Choral Festival,festival,Q60,New York City,,
Q2181135,Festival of Fools,festival,Q55,Netherlands,,
Q135010700,Two Rivers 2025,festival,Q649,Moscow,,
Q2286836,Parade,festival,Q55,Netherlands,,
Q1841668,Nacht van de Poëzie,recurring event,Q55,Netherlands,,
Q1639632,Kwaku Summer Festival,festival,Q55,Netherlands,1975-01-01,
Q112624232,Cabbagecon,recurring event,Q55,Netherlands,,
Q2280523,Dordt in Stoom,recurring event,Q55,Netherlands,,
Q2447862,Maand van de Geschiedenis,recurring event,Q55,Netherlands,,
Q4842341,Bahamas International Film Festival,festival,Q2467,Nassau,,
Q681814,Siege of Groningen,party,Q55,Netherlands,1672-07-09,1672-08-17
Q2140539,Zundert Flower Parade,recurring event,Q55,Netherlands,,
Q18624252,Free & Easy Festival,festival,Q1726,Munich,,
Q117336720,Youth Festival 2012,festival,Q987,New Delhi,,
Q85802389,Southern Festival of Books,recurring event,Q23197,Nashville,,
Q2228011,Eindhoven Ballooning,recurring event,Q55,Netherlands,,
Q2350450,KunstRAI,recurring event,Q55,Netherlands,,
Q2214547,Gergiev Festival,festival,Q55,Netherlands,,
Q2345516,RoXY,discothèque,Q55,Netherlands,,
Q2072705,The Hague Debutante Ball,recurring event,Q55,Netherlands,,
Q1823260,Nationaal Songfestival 1958,festival occurrence,Q55,Netherlands,,
Q2066411,Varend Corso Westland,recurring event,Q55,Netherlands,,
Q2400066,Festival a/d Werf,festival,Q55,Netherlands,1986-01-01,2012-01-01
Q135568353,Namibian Lesbian Festival 2022,festival,Q1030,Namibia,,
Q3552770,Utopiales,recurring event,Q12191,Nantes,,
Q80949,April Fools' Day,recurring event,Q55,Netherlands,1564-01-01,
Q121639672,Summer Streets,recurring event,Q60,New York City,,
Q1058102,International Tchaikovsky Competition,recurring event,Q649,Moscow,,
Q616693,Ronde van Limburg,recurring event,Q55,Netherlands,,
Q3119054,"World Science Festival, 2008",festival occurrence,Q60,New York City,2008-05-28,2008-06-01
Q974167,Nationaal Songfestival 1983,festival occurrence,Q55,Netherlands,,
Q24948797,Bihar Utsav,festival,Q987,New Delhi,,
Q1516940,Prinsjesdag,recurring event,Q55,Netherlands,,
Q2232965,Harley Day Breda,recurring event,Q55,Netherlands,,
Q1911707,Amsterdam Fashion Week,recurring event,Q55,Netherlands,,
Q2321840,Musica Sacra Maastricht,festival,Q55,Netherlands,,
