destination_id,destination_name,month_number,month_name,avg_temp_celsius,avg_rainfall_mm,avg_humidity
Q3992,Liège,9,September,15.2,3.6,81.2
Q3992,Liège,10,October,12.3,3.2,85.1
Q3992,Liège,11,November,6.8,2.2,86.8
Q3992,Liège,12,December,4.4,2.8,88.8
Q648,Lille,1,January,3.5,1.9,82.3
Q648,Lille,2,February,8.4,3.8,86.4
Q648,Lille,3,March,8.6,2.9,80.9
Q648,Lille,4,April,10.6,3.0,75.7
Q648,Lille,5,May,14.3,3.5,80.5
Q648,Lille,6,June,15.4,2.1,76.1
Q648,Lille,7,July,18.4,2.5,74.2
Q648,Lille,8,August,19.7,2.5,72.5
Q648,Lille,9,September,15.7,3.8,79.8
Q648,Lille,10,October,12.6,2.4,85.1
Q648,Lille,11,November,7.8,2.1,86.0
Q648,Lille,12,December,6.2,1.7,87.5
Q3876,Lilongwe,1,January,21.8,5.9,80.4
Q3876,Lilongwe,2,February,22.7,3.5,76.8
Q3876,Lilongwe,3,March,22.1,2.9,81.6
Q3876,Lilongwe,4,April,21.0,0.7,75.5
Q3876,Lilongwe,5,May,19.1,0.1,67.2
Q3876,Lilongwe,6,June,17.9,0.1,62.9
Q3876,Lilongwe,7,July,18.1,0.0,43.2
Q3876,Lilongwe,8,August,19.8,0.1,49.4
Q3876,Lilongwe,9,September,21.9,0.1,47.7
Q3876,Lilongwe,10,October,23.4,0.6,51.6
Q3876,Lilongwe,11,November,24.8,0.9,60.0
Q3876,Lilongwe,12,December,25.2,2.2,58.7
Q2868,Lima,1,January,23.0,0.1,79.2
Q2868,Lima,2,February,24.4,0.3,78.5
Q2868,Lima,3,March,23.0,0.1,80.2
Q2868,Lima,4,April,21.3,0.1,80.6
Q2868,Lima,5,May,17.9,0.0,84.9
Q2868,Lima,6,June,16.1,0.0,85.2
Q2868,Lima,7,July,15.6,0.0,83.3
Q2868,Lima,8,August,15.3,0.0,83.9
Q2868,Lima,9,September,15.9,0.0,84.4
Q2868,Lima,10,October,17.0,0.0,83.6
Q2868,Lima,11,November,18.8,0.1,80.2
Q2868,Lima,12,December,20.1,0.6,81.9
Q28260,Lincoln,1,January,-6.7,1.6,80.9
Q28260,Lincoln,2,February,4.8,0.3,60.2
Q28260,Lincoln,3,March,7.2,1.4,53.4
Q28260,Lincoln,4,April,13.1,3.2,53.6
Q28260,Lincoln,5,May,18.0,5.6,63.0
Q28260,Lincoln,6,June,24.8,3.5,61.2
Q28260,Lincoln,7,July,25.2,3.0,65.9
Q28260,Lincoln,8,August,24.2,2.5,66.9
Q28260,Lincoln,9,September,22.2,0.6,54.8
Q28260,Lincoln,10,October,16.8,0.8,46.2
Q28260,Lincoln,11,November,6.6,3.9,71.2
Q28260,Lincoln,12,December,0.4,1.4,69.1
Q41329,Linz,1,January,0.6,2.2,77.5
Q41329,Linz,2,February,6.8,1.5,80.4
Q41329,Linz,3,March,8.7,1.5,73.7
Q41329,Linz,4,April,11.4,2.6,69.7
Q41329,Linz,5,May,16.1,3.3,70.6
Q41329,Linz,6,June,19.6,3.1,73.5
Q41329,Linz,7,July,22.1,1.7,68.5
Q41329,Linz,8,August,23.0,1.7,68.3
Q41329,Linz,9,September,16.4,7.5,72.7
Q41329,Linz,10,October,11.9,1.8,84.1
Q41329,Linz,11,November,4.3,1.1,86.2
Q41329,Linz,12,December,1.7,1.7,85.1
Q597,Lisbon,1,January,13.1,4.4,86.2
Q597,Lisbon,2,February,14.2,2.8,79.8
Q597,Lisbon,3,March,13.8,2.9,76.8
Q597,Lisbon,4,April,16.6,0.7,70.5
Q597,Lisbon,5,May,17.6,0.4,68.2
Q597,Lisbon,6,June,19.6,1.6,72.4
Q597,Lisbon,7,July,22.4,0.4,68.0
Q597,Lisbon,8,August,22.8,0.0,69.1
Q597,Lisbon,9,September,20.5,0.3,66.6
Q597,Lisbon,10,October,18.6,3.6,81.6
Q597,Lisbon,11,November,16.3,2.1,82.7
Q597,Lisbon,12,December,12.2,0.3,77.2
Q37,Lithuania,1,January,-3.8,1.8,82.7
Q37,Lithuania,2,February,2.6,2.5,85.5
Q37,Lithuania,3,March,4.6,0.6,75.3
Q37,Lithuania,4,April,9.0,3.0,75.7
Q37,Lithuania,5,May,15.7,1.2,63.3
Q37,Lithuania,6,June,18.4,2.8,67.6
Q37,Lithuania,7,July,20.6,5.4,69.4
Q37,Lithuania,8,August,19.6,1.2,72.0
Q37,Lithuania,9,September,17.5,1.6,69.7
Q37,Lithuania,10,October,9.1,1.4,81.8
Q37,Lithuania,11,November,4.2,1.4,83.5
Q37,Lithuania,12,December,2.1,1.3,86.8
Q33405,Little Rock,1,January,2.9,7.4,71.2
Q33405,Little Rock,2,February,10.7,2.4,72.2
Q33405,Little Rock,3,March,13.3,3.4,73.7
Q33405,Little Rock,4,April,17.6,5.6,71.5
Q33405,Little Rock,5,May,22.7,6.9,79.4
Q33405,Little Rock,6,June,26.2,1.6,72.3
Q33405,Little Rock,7,July,26.5,3.5,75.7
Q33405,Little Rock,8,August,27.0,0.9,68.1
Q33405,Little Rock,9,September,22.9,4.0,73.3
Q33405,Little Rock,10,October,19.4,1.4,61.2
Q33405,Little Rock,11,November,14.2,2.5,74.9
Q33405,Little Rock,12,December,8.7,4.5,76.8
Q24826,Liverpool,1,January,5.1,3.5,83.7
Q24826,Liverpool,2,February,7.4,4.4,86.4
Q24826,Liverpool,3,March,7.5,3.9,82.6
Q24826,Liverpool,4,April,9.4,3.9,77.4
Q24826,Liverpool,5,May,13.8,3.4,81.5
Q24826,Liverpool,6,June,13.7,2.3,75.9
Q24826,Liverpool,7,July,15.6,4.6,79.4
Q24826,Liverpool,8,August,16.3,2.5,76.1
Q24826,Liverpool,9,September,13.7,5.4,81.4
Q24826,Liverpool,10,October,11.5,3.0,83.1
Q24826,Liverpool,11,November,7.8,3.3,85.9
Q24826,Liverpool,12,December,7.7,3.7,85.2
Q437,Ljubljana,1,January,-0.1,4.6,83.0
Q437,Ljubljana,2,February,5.1,2.8,84.6
Q437,Ljubljana,3,March,8.0,4.1,81.9
Q437,Ljubljana,4,April,10.9,2.7,75.9
Q437,Ljubljana,5,May,14.8,5.7,80.5
Q437,Ljubljana,6,June,19.3,3.6,78.5
Q437,Ljubljana,7,July,22.9,1.7,71.8
Q437,Ljubljana,8,August,23.5,1.2,71.3
Q437,Ljubljana,9,September,16.4,6.7,77.2
Q437,Ljubljana,10,October,12.6,5.6,86.7
Q437,Ljubljana,11,November,4.1,2.3,87.7
Q437,Ljubljana,12,December,0.4,1.7,83.9
Q196163,Łobez,1,January,0.5,2.1,85.1
Q196163,Łobez,2,February,5.0,3.4,88.7
Q196163,Łobez,3,March,6.7,1.4,79.9
Q196163,Łobez,4,April,9.7,1.7,73.7
Q196163,Łobez,5,May,16.5,1.0,63.5
Q196163,Łobez,6,June,17.4,2.0,69.5
Q196163,Łobez,7,July,18.7,4.4,73.6
Q196163,Łobez,8,August,19.1,1.7,72.5
Q196163,Łobez,9,September,16.7,1.5,71.0
Q196163,Łobez,10,October,10.7,1.2,81.8
Q196163,Łobez,11,November,4.7,1.5,86.7
Q196163,Łobez,12,December,3.4,1.4,91.5
Q580,Łódź,1,January,-0.6,2.4,84.2
Q580,Łódź,2,February,5.7,2.6,86.1
Q580,Łódź,3,March,6.5,1.0,78.3
Q580,Łódź,4,April,10.6,1.3,70.8
Q580,Łódź,5,May,16.6,1.0,58.5
Q580,Łódź,6,June,19.1,2.1,67.2
Q580,Łódź,7,July,21.4,2.3,62.8
Q580,Łódź,8,August,20.4,3.2,68.9
Q580,Łódź,9,September,17.4,2.3,67.1
Q580,Łódź,10,October,10.2,0.9,80.9
Q580,Łódź,11,November,3.5,1.1,86.0
Q580,Łódź,12,December,2.1,0.8,89.0
Q3792,Lomé,1,January,27.9,0.9,78.4
Q3792,Lomé,2,February,28.3,0.5,78.9
Q3792,Lomé,3,March,29.0,1.2,79.0
Q3792,Lomé,4,April,29.1,1.9,78.7
Q3792,Lomé,5,May,28.1,7.0,82.1
Q3792,Lomé,6,June,26.4,5.7,85.4
Q3792,Lomé,7,July,25.4,3.0,84.8
Q3792,Lomé,8,August,25.2,1.0,82.9
Q3792,Lomé,9,September,25.7,3.1,82.6
Q3792,Lomé,10,October,26.0,4.7,85.7
Q3792,Lomé,11,November,27.5,1.9,81.3
Q3792,Lomé,12,December,28.1,0.6,73.5
Q84,London,1,January,5.0,2.2,82.0
Q84,London,2,February,8.5,3.8,86.5
Q84,London,3,March,8.4,2.6,81.8
Q84,London,4,April,10.1,2.2,74.9
Q84,London,5,May,14.0,2.4,78.7
Q84,London,6,June,15.5,0.8,69.3
Q84,London,7,July,17.5,2.7,73.6
Q84,London,8,August,18.6,0.9,70.9
Q84,London,9,September,15.0,5.6,79.9
Q84,London,10,October,12.1,2.7,85.5
Q84,London,11,November,8.2,2.1,85.5
Q84,London,12,December,7.6,1.3,86.3
Q65,Los Angeles,1,January,12.3,2.4,71.1
Q65,Los Angeles,2,February,12.3,11.8,79.4
Q65,Los Angeles,3,March,13.4,2.7,76.3
Q65,Los Angeles,4,April,15.3,0.6,67.8
Q65,Los Angeles,5,May,16.7,0.1,71.3
Q65,Los Angeles,6,June,20.5,0.0,68.5
Q65,Los Angeles,7,July,23.0,0.0,67.1
Q65,Los Angeles,8,August,23.5,0.0,65.0
Q65,Los Angeles,9,September,22.8,0.0,65.2
Q65,Los Angeles,10,October,20.0,0.0,63.2
Q65,Los Angeles,11,November,15.4,0.1,47.7
Q65,Los Angeles,12,December,13.6,0.0,57.1
Q3897,Luanda,1,January,26.8,4.0,76.9
Q3897,Luanda,2,February,27.2,5.7,84.6
Q3897,Luanda,3,March,27.2,8.4,87.3
Q3897,Luanda,4,April,27.1,6.7,87.1
Q3897,Luanda,5,May,26.8,0.1,82.2
Q3897,Luanda,6,June,23.4,0.1,79.6
Q3897,Luanda,7,July,21.4,0.0,81.1
Q3897,Luanda,8,August,21.4,0.1,82.0
Q3897,Luanda,9,September,23.1,0.1,79.0
Q3897,Luanda,10,October,25.3,0.5,76.8
Q3897,Luanda,11,November,25.8,6.1,83.2
Q3897,Luanda,12,December,26.1,10.1,86.0
Q2843,Lübeck,1,January,2.0,2.7,84.0
Q2843,Lübeck,2,February,5.9,3.3,87.3
Q2843,Lübeck,3,March,7.1,1.0,81.6
Q2843,Lübeck,4,April,9.5,3.2,78.5
Q2843,Lübeck,5,May,15.7,3.7,72.9
Q2843,Lübeck,6,June,15.8,2.5,75.6
Q2843,Lübeck,7,July,18.1,2.4,74.1
Q2843,Lübeck,8,August,19.0,1.1,71.7
Q2843,Lübeck,9,September,16.0,2.8,74.2
Q2843,Lübeck,10,October,11.0,2.0,84.9
Q2843,Lübeck,11,November,5.9,2.3,87.9
Q2843,Lübeck,12,December,4.8,1.5,89.8
Q37333,Lublin,1,January,-1.2,2.7,85.2
Q37333,Lublin,2,February,5.6,2.2,84.6
Q37333,Lublin,3,March,5.9,1.4,77.8
Q37333,Lublin,4,April,10.9,1.8,70.1
Q37333,Lublin,5,May,16.1,0.8,59.9
Q37333,Lublin,6,June,19.2,2.9,71.9
Q37333,Lublin,7,July,21.7,3.3,69.7
Q37333,Lublin,8,August,20.9,2.4,70.2
Q37333,Lublin,9,September,17.7,1.8,67.2
Q37333,Lublin,10,October,9.8,1.4,80.9
Q37333,Lublin,11,November,3.3,0.8,83.7
Q37333,Lublin,12,December,1.6,1.4,89.1
Q47916,Lucknow,1,January,12.4,0.4,85.6
Q47916,Lucknow,2,February,17.1,1.5,66.7
Q47916,Lucknow,3,March,22.5,0.9,55.9
Q47916,Lucknow,4,April,31.1,0.0,25.3
Q47916,Lucknow,5,May,33.5,0.2,38.5
Q47916,Lucknow,6,June,35.0,2.7,45.4
Q47916,Lucknow,7,July,29.6,13.9,83.1
Q47916,Lucknow,8,August,28.2,8.8,85.2
Q47916,Lucknow,9,September,28.1,8.4,83.3
Q47916,Lucknow,10,October,27.0,0.3,74.1
Q47916,Lucknow,11,November,22.7,0.0,64.0
Q47916,Lucknow,12,December,17.2,0.2,65.0
Q134279,Luhansk,1,January,-2.9,2.2,83.0
Q134279,Luhansk,2,February,-0.4,1.6,74.5
Q134279,Luhansk,3,March,3.0,0.4,70.1
Q134279,Luhansk,4,April,16.3,0.9,56.1
Q134279,Luhansk,5,May,15.8,0.1,46.1
Q134279,Luhansk,6,June,23.6,1.4,57.6
Q134279,Luhansk,7,July,27.2,0.1,42.1
Q134279,Luhansk,8,August,24.5,0.6,43.1
Q134279,Luhansk,9,September,20.8,0.1,34.4
Q134279,Luhansk,10,October,11.1,0.7,66.3
Q134279,Luhansk,11,November,3.8,1.6,76.3
Q134279,Luhansk,12,December,0.0,1.2,85.5
Q3881,Lusaka,1,January,20.9,7.4,81.1
Q3881,Lusaka,2,February,23.2,0.8,61.8
Q3881,Lusaka,3,March,22.2,1.4,68.4
Q3881,Lusaka,4,April,20.7,1.3,64.0
Q3881,Lusaka,5,May,19.1,0.0,53.2
Q3881,Lusaka,6,June,17.6,0.0,51.0
Q3881,Lusaka,7,July,19.1,0.0,30.5
Q3881,Lusaka,8,August,20.2,0.0,35.5
Q3881,Lusaka,9,September,23.2,0.0,35.2
Q3881,Lusaka,10,October,23.6,1.4,42.6
Q3881,Lusaka,11,November,23.8,2.8,59.9
Q3881,Lusaka,12,December,25.2,2.1,51.1
Q1842,Luxembourg,1,January,1.5,3.2,84.1
Q1842,Luxembourg,2,February,6.5,4.5,88.7
Q1842,Luxembourg,3,March,7.6,3.2,81.4
Q1842,Luxembourg,4,April,9.1,2.5,77.6
Q1842,Luxembourg,5,May,13.5,4.9,81.2
Q1842,Luxembourg,6,June,15.5,2.0,77.0
Q1842,Luxembourg,7,July,18.0,2.6,75.4
Q1842,Luxembourg,8,August,19.4,2.0,75.8
Q1842,Luxembourg,9,September,14.8,3.5,79.9
Q1842,Luxembourg,10,October,11.6,3.2,88.0
Q1842,Luxembourg,11,November,5.9,2.1,88.6
Q1842,Luxembourg,12,December,2.7,2.3,92.1
Q32,Luxembourg,1,January,1.3,3.3,84.3
Q32,Luxembourg,2,February,6.4,3.9,88.9
Q32,Luxembourg,3,March,7.4,3.0,81.5
Q32,Luxembourg,4,April,9.0,2.1,77.4
Q32,Luxembourg,5,May,13.5,4.7,80.4
Q32,Luxembourg,6,June,15.4,2.2,76.5
Q32,Luxembourg,7,July,17.9,3.1,74.8
Q32,Luxembourg,8,August,19.4,1.9,74.1
Q32,Luxembourg,9,September,14.7,5.0,80.0
Q32,Luxembourg,10,October,11.3,3.6,87.9
Q32,Luxembourg,11,November,5.7,2.3,88.6
Q32,Luxembourg,12,December,2.7,1.9,91.7
Q36036,Lviv,1,January,-1.3,3.0,84.1
Q36036,Lviv,2,February,5.6,2.2,81.0
Q36036,Lviv,3,March,5.6,2.5,78.5
Q36036,Lviv,4,April,11.3,1.9,71.2
Q36036,Lviv,5,May,15.9,1.0,57.9
Q36036,Lviv,6,June,19.5,3.5,72.5
Q36036,Lviv,7,July,21.9,2.7,72.2
Q36036,Lviv,8,August,21.2,1.5,70.8
Q36036,Lviv,9,September,17.2,3.8,68.6
Q36036,Lviv,10,October,9.5,1.3,81.3
Q36036,Lviv,11,November,2.8,1.0,81.9
Q36036,Lviv,12,December,0.9,1.4,87.7
Q456,Lyon,1,January,3.8,1.8,85.7
Q456,Lyon,2,February,7.3,2.5,82.7
Q456,Lyon,3,March,9.5,4.6,75.6
Q456,Lyon,4,April,11.4,3.6,68.7
Q456,Lyon,5,May,14.6,5.0,77.5
Q456,Lyon,6,June,18.9,3.5,74.8
Q456,Lyon,7,July,21.5,3.7,71.6
Q456,Lyon,8,August,22.8,1.6,64.8
Q456,Lyon,9,September,16.2,6.7,75.2
Q456,Lyon,10,October,14.5,3.9,84.2
Q456,Lyon,11,November,7.9,1.9,88.0
Q456,Lyon,12,December,3.1,1.9,88.3
Q1309,Maastricht,1,January,2.9,2.1,80.4
Q1309,Maastricht,2,February,7.9,3.8,84.8
Q1309,Maastricht,3,March,9.1,2.8,77.4
Q1309,Maastricht,4,April,10.7,3.4,75.1
Q1309,Maastricht,5,May,14.9,5.8,80.8
Q1309,Maastricht,6,June,16.0,2.7,75.5
Q1309,Maastricht,7,July,18.5,2.4,74.7
Q1309,Maastricht,8,August,20.0,2.4,74.4
Q1309,Maastricht,9,September,15.7,3.6,80.6
Q1309,Maastricht,10,October,12.6,3.1,84.9
Q1309,Maastricht,11,November,7.0,2.4,86.3
Q1309,Maastricht,12,December,4.9,2.7,87.5
Q14773,Macau,1,January,17.1,0.3,73.3
Q14773,Macau,2,February,18.2,1.0,81.3
Q14773,Macau,3,March,20.4,2.4,83.3
Q14773,Macau,4,April,25.6,10.9,88.1
Q14773,Macau,5,May,25.4,13.0,87.5
Q14773,Macau,6,June,28.0,9.3,87.2
Q14773,Macau,7,July,29.1,7.4,82.1
Q14773,Macau,8,August,28.6,9.6,86.5
Q14773,Macau,9,September,27.7,12.1,86.7
Q14773,Macau,10,October,26.1,0.4,66.8
Q14773,Macau,11,November,22.2,3.9,71.4
Q14773,Macau,12,December,17.4,0.0,58.9
Q676203,Machu Picchu,1,January,15.4,11.0,84.9
Q676203,Machu Picchu,2,February,15.3,10.1,84.5
Q676203,Machu Picchu,3,March,15.1,7.6,83.2
Q676203,Machu Picchu,4,April,15.0,7.0,82.5
Q676203,Machu Picchu,5,May,14.7,2.1,79.7
Q676203,Machu Picchu,6,June,14.2,0.9,72.8
Q676203,Machu Picchu,7,July,13.7,0.6,70.6
Q676203,Machu Picchu,8,August,14.5,1.9,69.6
Q676203,Machu Picchu,9,September,14.9,4.9,73.3
Q676203,Machu Picchu,10,October,15.0,6.9,78.5
Q676203,Machu Picchu,11,November,15.1,11.0,84.5
Q676203,Machu Picchu,12,December,14.9,11.7,83.1
Q1019,Madagascar,1,January,21.5,8.7,82.3
Q1019,Madagascar,2,February,21.2,11.3,84.7
Q1019,Madagascar,3,March,20.9,5.2,81.5
Q1019,Madagascar,4,April,20.3,1.1,79.6
Q1019,Madagascar,5,May,17.2,0.3,78.5
Q1019,Madagascar,6,June,15.6,0.1,77.9
Q1019,Madagascar,7,July,14.8,0.0,69.1
Q1019,Madagascar,8,August,16.2,0.1,68.9
Q1019,Madagascar,9,September,19.0,1.9,66.6
Q1019,Madagascar,10,October,19.8,0.5,66.6
Q1019,Madagascar,11,November,22.3,4.0,69.5
Q1019,Madagascar,12,December,22.2,5.8,73.1
Q43788,Madison,1,January,-5.4,2.4,81.4
Q43788,Madison,2,February,0.8,0.5,66.1
Q43788,Madison,3,March,4.1,3.2,63.7
Q43788,Madison,4,April,9.4,4.6,67.7
Q43788,Madison,5,May,16.3,4.3,68.5
Q43788,Madison,6,June,21.0,3.8,70.9
Q43788,Madison,7,July,21.9,3.8,77.2
Q43788,Madison,8,August,21.6,2.4,75.7
Q43788,Madison,9,September,19.2,0.4,68.9
Q43788,Madison,10,October,13.2,1.3,62.2
Q43788,Madison,11,November,5.8,2.7,79.3
Q43788,Madison,12,December,-2.8,1.0,78.2
Q2807,Madrid,1,January,7.2,2.6,84.0
Q2807,Madrid,2,February,8.7,1.1,76.0
Q2807,Madrid,3,March,10.4,3.6,72.3
Q2807,Madrid,4,April,14.0,0.7,54.9
Q2807,Madrid,5,May,17.7,0.5,47.0
Q2807,Madrid,6,June,22.0,2.0,48.3
Q2807,Madrid,7,July,28.1,0.0,31.1
Q2807,Madrid,8,August,28.4,0.5,34.4
Q2807,Madrid,9,September,19.9,0.7,49.7
Q2807,Madrid,10,October,15.6,3.4,73.8
Q2807,Madrid,11,November,11.2,0.6,81.3
Q2807,Madrid,12,December,6.2,0.3,79.0
Q1733,Magdeburg,1,January,1.9,1.7,79.5
Q1733,Magdeburg,2,February,7.1,2.4,82.1
Q1733,Magdeburg,3,March,7.7,1.3,77.9
Q1733,Magdeburg,4,April,10.9,1.7,72.7
Q1733,Magdeburg,5,May,16.8,2.7,66.0
Q1733,Magdeburg,6,June,17.7,2.3,68.5
Q1733,Magdeburg,7,July,19.9,2.8,66.3
Q1733,Magdeburg,8,August,21.1,2.3,66.1
Q1733,Magdeburg,9,September,17.2,2.1,67.6
Q1733,Magdeburg,10,October,11.7,1.8,84.1
Q1733,Magdeburg,11,November,5.9,1.6,84.2
Q1733,Magdeburg,12,December,3.9,1.3,87.5
Q1720,Mainz,1,January,2.0,2.1,80.7
Q1720,Mainz,2,February,7.5,2.9,83.2
Q1720,Mainz,3,March,8.2,1.8,79.3
Q1720,Mainz,4,April,10.6,2.0,73.8
Q1720,Mainz,5,May,15.6,4.2,76.3
Q1720,Mainz,6,June,17.9,1.9,70.3
Q1720,Mainz,7,July,20.5,2.4,67.4
Q1720,Mainz,8,August,21.9,1.4,67.3
Q1720,Mainz,9,September,17.1,2.1,72.3
Q1720,Mainz,10,October,11.9,2.4,86.3
Q1720,Mainz,11,November,6.2,1.8,85.7
Q1720,Mainz,12,December,3.2,1.3,87.1
Q12919,Majuro,1,January,27.6,7.1,80.5
Q12919,Majuro,2,February,27.8,5.4,79.0
Q12919,Majuro,3,March,28.0,2.8,78.0
Q12919,Majuro,4,April,27.9,10.2,81.0
Q12919,Majuro,5,May,27.8,17.2,82.7
Q12919,Majuro,6,June,27.9,13.1,81.3
Q12919,Majuro,7,July,27.8,15.3,81.0
Q12919,Majuro,8,August,27.8,12.2,79.5
Q12919,Majuro,9,September,27.8,20.5,79.9
Q12919,Majuro,10,October,27.9,14.3,79.2
Q12919,Majuro,11,November,27.4,23.7,81.0
Q12919,Majuro,12,December,28.0,14.9,79.6
Q3818,Malabo,1,January,28.2,0.1,76.7
Q3818,Malabo,2,February,28.6,0.6,78.5
Q3818,Malabo,3,March,28.3,2.2,81.8
Q3818,Malabo,4,April,28.3,2.3,82.4
Q3818,Malabo,5,May,28.0,2.9,83.0
Q3818,Malabo,6,June,26.5,5.0,85.1
Q3818,Malabo,7,July,25.9,5.7,85.2
Q3818,Malabo,8,August,25.5,6.8,85.8
Q3818,Malabo,9,September,25.9,7.0,85.7
Q3818,Malabo,10,October,26.1,6.0,86.0
Q3818,Malabo,11,November,26.8,1.0,82.8
Q3818,Malabo,12,December,27.5,0.1,80.4
Q1020,Malawi,1,January,21.3,9.2,84.9
Q1020,Malawi,2,February,22.0,8.8,82.9
Q1020,Malawi,3,March,21.7,5.3,84.1
Q1020,Malawi,4,April,20.8,1.4,78.2
Q1020,Malawi,5,May,19.0,0.2,70.4
Q1020,Malawi,6,June,17.4,0.1,67.0
Q1020,Malawi,7,July,18.2,0.0,51.5
Q1020,Malawi,8,August,19.5,0.3,55.2
Q1020,Malawi,9,September,21.5,0.3,54.9
Q1020,Malawi,10,October,22.5,0.7,59.4
Q1020,Malawi,11,November,23.7,1.3,66.4
Q1020,Malawi,12,December,23.9,2.8,67.5
Q833,Malaysia,1,January,24.2,10.7,87.3
Q833,Malaysia,2,February,25.7,3.4,78.6
Q833,Malaysia,3,March,26.6,5.8,75.5
Q833,Malaysia,4,April,26.6,9.9,82.6
Q833,Malaysia,5,May,25.9,16.8,89.3
Q833,Malaysia,6,June,25.5,12.9,86.6
Q833,Malaysia,7,July,26.2,4.3,78.7
Q833,Malaysia,8,August,25.3,7.6,83.2
Q833,Malaysia,9,September,26.2,8.2,79.2
Q833,Malaysia,10,October,25.9,9.3,82.5
Q833,Malaysia,11,November,24.1,21.2,92.5
Q833,Malaysia,12,December,23.9,16.5,93.0
Q826,Maldives,1,January,27.7,4.7,77.7
Q826,Maldives,2,February,28.3,2.4,77.3
Q826,Maldives,3,March,28.6,1.5,74.8
Q826,Maldives,4,April,28.9,7.2,76.9
Q826,Maldives,5,May,28.9,11.5,79.8
Q826,Maldives,6,June,28.8,2.6,76.0
Q826,Maldives,7,July,28.7,3.1,75.6
Q826,Maldives,8,August,27.9,12.7,77.3
Q826,Maldives,9,September,27.8,7.8,78.4
Q826,Maldives,10,October,28.0,4.4,76.3
Q826,Maldives,11,November,27.4,8.8,77.4
Q826,Maldives,12,December,28.1,6.0,72.5
Q9347,Malé,1,January,27.6,4.7,77.7
Q9347,Malé,2,February,28.2,2.4,77.3
Q9347,Malé,3,March,28.6,1.5,74.8
Q9347,Malé,4,April,28.8,7.2,76.8
Q9347,Malé,5,May,28.9,11.5,79.8
Q9347,Malé,6,June,28.8,2.6,76.0
Q9347,Malé,7,July,28.7,3.1,75.6
Q9347,Malé,8,August,27.9,12.7,77.3
Q9347,Malé,9,September,27.7,7.8,78.4
Q9347,Malé,10,October,27.9,4.4,76.3
Q9347,Malé,11,November,27.4,8.8,77.3
Q9347,Malé,12,December,28.1,6.0,72.5
Q912,Mali,1,January,22.4,0.0,13.0
Q912,Mali,2,February,24.0,0.0,11.6
Q912,Mali,3,March,28.8,0.0,10.8
Q912,Mali,4,April,32.6,0.0,13.3
Q912,Mali,5,May,35.5,0.0,14.1
Q912,Mali,6,June,35.8,0.0,26.7
Q912,Mali,7,July,33.2,0.3,45.5
Q912,Mali,8,August,30.8,1.0,58.9
Q912,Mali,9,September,29.3,3.4,63.5
Q912,Mali,10,October,31.8,0.0,25.6
Q912,Mali,11,November,26.3,0.0,17.0
Q912,Mali,12,December,21.9,0.0,17.4
Q2211,Malmö,1,January,0.8,2.6,84.7
Q2211,Malmö,2,February,4.0,3.2,87.8
Q2211,Malmö,3,March,4.8,1.1,85.0
Q2211,Malmö,4,April,7.3,2.1,80.6
Q2211,Malmö,5,May,14.3,1.2,72.1
Q2211,Malmö,6,June,15.6,2.1,75.2
Q2211,Malmö,7,July,17.5,2.3,75.7
Q2211,Malmö,8,August,18.5,1.6,71.2
Q2211,Malmö,9,September,16.3,3.1,74.5
Q2211,Malmö,10,October,11.4,1.8,81.5
Q2211,Malmö,11,November,7.0,1.5,83.3
Q2211,Malmö,12,December,5.3,1.9,87.4
Q233,Malta,1,January,14.5,0.7,72.1
Q233,Malta,2,February,14.6,1.3,73.4
Q233,Malta,3,March,16.1,0.3,71.8
Q233,Malta,4,April,17.5,0.8,69.6
Q233,Malta,5,May,20.6,0.6,71.5
Q233,Malta,6,June,25.5,0.1,66.0
Q233,Malta,7,July,28.0,0.0,64.5
Q233,Malta,8,August,28.8,0.2,68.2
Q233,Malta,9,September,25.5,0.8,69.8
Q233,Malta,10,October,23.0,0.5,69.9
Q233,Malta,11,November,19.1,1.5,70.1
Q233,Malta,12,December,15.3,1.0,67.2
Q3274,Managua,1,January,28.8,0.1,63.8
Q3274,Managua,2,February,28.5,0.2,58.6
Q3274,Managua,3,March,30.3,0.6,59.5
Q3274,Managua,4,April,30.7,1.1,59.9
Q3274,Managua,5,May,29.8,4.9,72.3
Q3274,Managua,6,June,27.2,13.0,85.7
Q3274,Managua,7,July,27.6,6.5,81.8
Q3274,Managua,8,August,27.8,5.2,80.4
Q3274,Managua,9,September,27.2,13.3,85.1
Q3274,Managua,10,October,27.2,8.2,82.5
Q3274,Managua,11,November,26.3,9.1,84.2
Q3274,Managua,12,December,27.7,2.0,69.6
Q3882,Manama,1,January,19.8,0.0,65.4
Q3882,Manama,2,February,19.0,1.0,67.3
Q3882,Manama,3,March,21.4,0.6,62.5
Q3882,Manama,4,April,25.8,0.2,57.5
Q3882,Manama,5,May,30.8,1.4,52.0
Q3882,Manama,6,June,35.0,0.0,48.8
Q3882,Manama,7,July,36.4,0.0,45.7
Q3882,Manama,8,August,35.7,0.0,57.3
Q3882,Manama,9,September,33.5,0.0,58.4
Q3882,Manama,10,October,29.7,0.1,62.4
Q3882,Manama,11,November,25.4,0.4,66.1
Q3882,Manama,12,December,18.7,0.0,65.6
Q40236,Manaus,1,January,27.9,4.0,80.6
Q40236,Manaus,2,February,28.1,8.2,80.2
Q40236,Manaus,3,March,27.4,5.9,84.2
Q40236,Manaus,4,April,27.2,5.3,85.3
