wikidata_id,destination_name,section_type,section_text
Q41547,St. George's,get_in,"== Get in ==

 is on the peninsula 8 miles southwest, see Grenada (island)#Get in for facilities and flight connections.

Cruise ships often call at Grenada but there are no international ferries. The cruiser terminal is just north of Fort George. 

 east of the harbour has a ferry from the smaller Grenada islands of Carriacou and Petite Martinique, likewise see Grenada (island)#Get in. 

St George's is the hub of all island transport, with a fleet of minibuses and taxis converging. Transport is especially good along the crowded southwest corridor from the airport and Grand Anse.

 is on the shore 200 yards north of the cruiser terminal. A scrummage of taxi drivers wait along this strip."
Q41547,St. George's,get_around,"== Get around ==
Walk, the town is compact though some streets are steep.

The Discovery Train pootles round town every hour or so, buy tickets in the Esplanade Mall by the cruiser terminal. These include entry to the museum and Fort George, not that big a saving since in 2023 both remain closed. But it saves your legs on the steep streets, and is a safe experience for less adventurous tourists in dread of robbery or cannibals.

See Grenada (island)#Get around for buses and taxis."
Q36262,St. John's,get_in,"==Get in==

* 

Canadian airlines operating to St John's:

* 
* 
* 
* 
* 
* 
Other airlines:

* 

You can reach downtown by public bus No. 14 on weekdays only, buses leave roughly hourly from 6:45AM to 7:15PM to the campus of Memorial University, where connections to various downtown buses are available. A single fare costs $2.50.

Taxi to downtown costs about $25.

St John's is the easternmost point on Highway 1 (Trans-Canada Highway), the main road across Newfoundland. If you splash loudly into the Atlantic Ocean, you'll know you've gone past the city.

Traffic arriving from out-of-province normally crosses by ferry from North Sydney (Nova Scotia) to either Port-aux-Basques or Argentia, then follows TCH 1 east to town. (It's also possible to cross from Labrador via a ferry at Blanc-Sablon Québec, but the Trans-Labrador Highway to Quebec Route 389 in Labrador City-Fermont is no easy journey.)

The island portion of the province is accessible by several ferries leaving North Sydney, Nova Scotia. From there, you can take a 5- to 6-hour ferry ride to Port-aux-Basques, at the southwest corner of Newfoundland, and drive 905 km across the island to St. John’s, near its eastern tip.

From mid-June through September, you can take a 14- to 17-hour ferry ride from North Sydney, Nova Scotia, to Argentia, Newfoundland, which is 131 km from St. John’s. Ferry schedules and reservation information are available from Marine Atlantic. You should make a reservation well in advance, especially if you want a cabin on an overnight crossing. Marine Atlantic ferries offer a wide variety of on-board accommodations and features, including deluxe cabins, dormitory sleepers, full meal and beverage service, live entertainment, movies, and children's activity programs.

* 
*"
Q36262,St. John's,get_around,"==Get around==

St. John's is a driver-dominated city, although the road layout is haphazard and a map or GPS is de rigueur for visitors. Except for the Downtown centre, parking is almost always abundant. Traffic jams are frequently encountered during road maintenance season due to limited transportation corridors to outlying communities. The downtown area contains many one-way streets so it is important to watch for signs.

St. John's International Airport has the following car rental agencies: Hertz, Avis, Thrifty, Budget, and National. In the city you can also find Enterprise, Discount, and Rent-A-Wreck. Executive Car Service is also available for chauffeured car rentals and tours from several providers such as Black Car Service, Corporate Concierge and Jimmy's Sedan Service. If no rentals are available, U-Haul vehicles may be another option.

Book rental cars early for travel during the peak summer months. Rental cars are often totally unavailable during tourist season, so it's recommended to book rentals months in advance.

The Downtown core can be easily explored by foot if you have full mobility. Take a stroll up Water Street, stop for a drink or take in some live music at a wide range of drinking establishments, a wide range of restaurants, and distinctive shopping. For several weeks during the summer, a section of Water Street is made pedestrian-only, bringing life to the normally car-filled streets.

George Street, just above Water at the west end of the downtown core, near City Hall and the Convention Centre, is a concentration of nightclubs, taverns, restaurants that is typically busy any night of the week, with bar patrons spilling onto many patios and onto the street. Adjacent streets such as Duckworth Street also have interesting shopping and restaurants, and there are a number of (liquor-licensed) billiards halls.

Quidi Vidi Lake, Quidi Vidi Harbour and Signal Hill are popular areas within walking distance of downtown. During the summer, a private free Hop On Hop Off bus service connects downtown, Quidi Vidi, Cape Spear and Signal Hill.

Caution: during the winter, most sidewalks are not cleared, so pedestrians must walk on the streets and climb over icy snowbanks. These dangers make walkers a relatively rare sight - typically only the poor and stubborn walk in St. John's. Stops signs are routinely ignored by drivers, and drivers often run red lights, especially when turning right. Traffic laws are generally not enforced by the police. Pedestrians must be extremely cautious to protect themselves - don't expect your legal right of way to be respected.

There are a handful of steep hills in St. John's, although they can often be avoided by taking more gradually sloped routes. Be warned: although the hills are frequently cited as a reason for the lack of cyclists, the reckless drivers and poor infrastructure are the most significant barriers to active transportation. Few cycling lanes are available, and most are placed in dangerous"
Q38022,St. Louis,get_in,"==Get in==

St. Louis is a freeway hub, connected to the following cities by freeway:
* 22px connects to Kansas City to the west, and Indianapolis and Columbus to the east.
* 22px connects to Louisville to the east.
* 22px connects to Chicago to the north and Memphis to the south.
* 22px connects to Springfield (Missouri), Tulsa, and Oklahoma City to the southwest.

Within the St.&nbsp;Louis area, 22px (22px on the Illinois side) forms a loop around the metropolitan area, bypassing the center city.

* 22px Locals may refer to Interstate 64 as ""Highway 40""—US-40 is coincident with I-64 through St.&nbsp;Louis. Also, older or more traditional residents are likely to pronounce 40 as ""Farty"", which out-of-towners sometimes find humorous.

* 
* 
* 

Amtrak (, 551 S 16th St) offers five daily arrivals from Chicago, two daily arrivals from Kansas City, and one daily arrival from Los Angeles, San Antonio via Dallas, Little Rock and many smaller intermediate stops on each route. , 430 S 15th St, is the central train and bus terminal in St.&nbsp;Louis. It is directly linked to the Civic Center station on the MetroLink light rail system.

If you have time to spare when departing or arriving by train, take a seat at the Grand Hall at the nearby historic Union Station, now turned into a hotel and shopping arcade, to relive past glory of rail travel. St.&nbsp;Louis Union Station was also the site where President elect Truman was photographed holding the Chicago Daily Tribune with the erroneous headline ""Dewey Defeats Truman"".

The bus terminal, which is served by Greyhound and Megabus, is at 430 S 15th St, next to the train station.

* 
* 

The Mississippi River forms the eastern boundary of the city, separating it from Illinois. The Missouri River runs into the Mississippi just north of St.&nbsp;Louis.

You may be able to arrive on a cruise boat from a nearby city like Peoria or Memphis.
*"
Q38022,St. Louis,get_around,"==Get around==
thumb|600px|MetroLink system map

MetroLink, +1 314-231-2345&nbsp;– A light rail system that runs to many of the metropolitan area's most popular destinations. There are two branches on the Missouri side of the river—the Red Line begins at Lambert–St.&nbsp;Louis International Airport, while the Blue Line begins in the suburb of Shrewsbury. The lines merge at the edge of Forest Park, and travel through downtown and into Illinois. MetroLink stops at the Delmar Loop, Grand Center arts district, Forest Park, the Central West End, Downtown St.&nbsp;Louis, and Downtown Clayton, among other places. The campuses of University of Missouri-St.&nbsp;Louis, Washington University and St.&nbsp;Louis University each have stops on campus or nearby. A 2-hour transfer pass costs $3 ($4 if purchased at the airport station). Day pass, which includes trains and buses, is $5.

Metro St. Louis operates buses around the St.&nbsp;Louis metro area, although in many cases, they don't run as frequently as you would like. A single fare is $2.

Travel by car is the most common mode of transportation in St.&nbsp;Louis.

Taxis generally do not drive around looking for street hails; you must order service by phone or from an app. Uber is extremely popular and useful in St.&nbsp;Louis.

A 2015 accident in a taxi that did not have insurance has caused a controversy—make sure you choose a reputable taxi or ride-hailing company.

St. Louis is one of the more segregated cities in the nation, and is home to the country's first private gated street—Benton Place in Lafayette Square. In one minute you might be driving down tree-lined avenues with large houses, and the next minute you might be in a low-income neighborhood. Though the region is now more racially and economically integrated than it was, the road system still follows historic boundaries marking one area from the next. Hotels and most St.&nbsp;Louis guide books should have good maps of the layout of the neighborhoods of the City.

St. Louis City is separate from St.&nbsp;Louis County—the city is really a city without a county, with its own government, school system, and other services. St.&nbsp;Louis City has just under 294,000 residents while St.&nbsp;Louis County has just under one million residents. The entire St.&nbsp;Louis metropolitan region has approximately 3,000,000 residents.

Some of the more well-visited and larger neighborhoods in St.&nbsp;Louis City are:

thumb|400px|Downtown St.&nbsp;Louis at night

* Downtown - The Central Business District of St.&nbsp;Louis, downtown is nearing the end of a decade-long multi-billion dollar revitalization. Featuring professional sports stadiums, dozens of hotels, corporate headquarters, trendy dining and shopping, entertainment, nightlife, and the Gateway Arch, downtown St.&nbsp;Louis is now also home to tens of thousands of residents, many living in warehouses that have been converted to apartments and condominiums.
* Laclede's Landing - Next to the Mississippi"
Q1754,Stockholm,get_in,"== Transport ==

thumb|left|A southbound full-length (3 car) [[Bombardier C20|C20 metrotrain departing from the Gamla Stan station]]
Stockholm has an extensive public transport system. It consists of the Stockholm Metro (), which consist of three colour-coded main systems (green, red and blue) with seven lines (10, 11, 13, 14, 17, 18, 19); the Stockholm commuter rail () which runs on the state-owned railroads on six lines (40, 41, 42, 43, 44, 48); four light rail/tramway lines (7, 12, 21, and 22); the 891 mm narrow-gauge railway Roslagsbanan, on three lines (27, 28, 29) in the northeastern part; the local railway Saltsjöbanan, on two lines (25, 26) in the southeastern part; a large number of bus lines, and the inner-city Djurgården ferry. The overwhelming majority of the land-based public transport in Stockholm County (save for the airport buses/airport express trains and other few commercially viable bus lines) is organized under the common umbrella of Storstockholms Lokaltrafik (SL), an wholly owned by Stockholm County Council. Since the 1990s, the operation and maintenance of the SL public transport services are contracted out to independent companies bidding for contracts, such as MTR, which operate the Metro. The archipelago boat traffic is handled by Waxholmsbolaget, which is also wholly owned by the County Council.

thumb|right|An [[Bombardier Flexity Classic|A34 tram on line 7 at Djurgårdsbron]]
SL has a common ticket system in the entire Stockholm County, which allows for easy travel between different modes of transport. The tickets are of two main types, single ticket and travel cards, both allowing for unlimited travel with SL in the entire Stockholm County for the duration of the ticket validity. On 1 April 2007, a zone system (A, B, C) and price system was introduced. Single tickets were available in forms of cash ticket, individual unit pre-paid tickets, pre-paid ticket slips of 8, SMS-ticket and machine ticket. Cash tickets bought at the point of travel were the most expensive and pre-paid tickets slips of 8 are the cheapest. A single ticket costs SEK&nbsp;32 with the card and SEK&nbsp;45 without and is valid for 75 minutes. The duration of the travel card validity depended on the exact type; they were available from 24 hours up to a year. As of 2018, a 30-day card costs SEK&nbsp;860. Tickets of all these types were available with reduced prices for students and persons under 20 and over 65 years of age. On 9 January 2017, the zone system was removed, and the cost of the tickets was increased.

With an estimated cost of SEK&nbsp;16.8&nbsp;billion (January 2007 price level), which equals 2.44&nbsp;billion US dollars, the City Line, an environmentally certified project, comprises a -long commuter train tunnel (in rock and water) beneath Stockholm, with two new stations (Stockholm City and Stockholm Odenplan), and a -long railway bridge at Årsta. The City Line was built by the Swedish Transport Administration in co-operation with the"
Q6602,Strasbourg,get_in,"==Transport==
thumb|One of Strasbourg's trams passes over one of its canals, while a tourist trip boat passes underneath.
Train services and the Réseau express métropolitain européen operates from the Gare de Strasbourg, the city's main station in the city centre, eastward to Offenburg and Karlsruhe in Germany, westward to Metz and Paris, and southward to Basel. Strasbourg's links with the rest of France have improved due to its recent connection to the TGV network, with the first phase of the TGV Est (Paris–Strasbourg) in 2007, the TGV Rhin-Rhône (Strasbourg-Lyon) in 2012, and the second phase of the TGV Est in July 2016.

Strasbourg also has its own airport, serving major domestic destinations as well as international destinations in Europe and northern Africa. The airport is linked to the Gare de Strasbourg by a frequent train service.

City transport in Strasbourg includes the Strasbourg tramway, which opened in 1994 and is operated by the regional transit company Compagnie des Transports Strasbourgeois (CTS), consisting of 6 lines with a total length of . The CTS also operates a comprehensive bus network throughout the city that is integrated with the trams. With more than of bicycle paths, biking in the city is convenient and the CTS operates a cheap bike-sharing scheme named Vélhop. The CTS, and its predecessors, also operated a previous generation of tram system between 1878 and 1960, complemented by trolleybus routes between 1939 and 1962.

Being on the Ill and close to the Rhine, Strasbourg has always been an important centre of fluvial navigation, as is attested by archeological findings. In 1682 the Canal de la Bruche was added to the river navigations, initially to provide transport for sandstone from quarries in the Vosges for use in the fortification of the city. That canal has since closed, but the subsequent Canal du Rhône au Rhin, Canal de la Marne au Rhin and Grand Canal d'Alsace are still in use, as is the important activity of the Port autonome de Strasbourg. Water tourism inside the city proper attracts hundreds of thousands of tourists yearly.

The tram system that now criss-crosses the historic city centre complements walking and biking in it. The centre has been transformed into a pedestrian priority zone that enables and invites walking and biking by making these active modes of transport comfortable, safe and enjoyable. These attributes are accomplished by applying the principle of ""filtered permeability"" to the existing irregular network of streets. It means that the network adaptations favour active transport and, selectively, ""filter out"" the car by reducing the number of streets that run through the centre. While certain streets are discontinuous for cars, they connect to a network of pedestrian and bike paths which permeate the entire centre. In addition, these paths go through public squares and open spaces increasing the enjoyment of the trip. This logic of filtering a mode of transport is fully expressed in a co"
Q1022,Stuttgart,get_in,"==Get in==

250px|right|thumb|Plan of Stuttgart Airport and adjacent fairgrounds (Messe Stuttgart)

The airport is a base for Lufthansa's low-fare subsidiary Eurowings. Moreover, most major European carriers have connections to Stuttgart from their main hubs, so there is a wide choice of direct flights to other German and European cities, and even if there is no direct flight from your origin, you will easily find a connection through any of the hubs.

Moreover, Stuttgart's main railway station (Hauptbahnhof) is just an hour away by high-speed train (ICE) from Frankfurt Airport, which is one of Europe's major aviation hubs. Many airlines offer flights to Frankfurt with a connecting train to Stuttgart instead of direct flights to Stuttgart, and as this is very quick and convenient (landing you in the very city centre), you should consider this option as well.

There is a significant charter/holiday traffic between Stuttgart and the popular holiday destinations in southern Europe and North Africa, mostly served by dedicated carriers such as TUIfly. There is growing low-fare traffic to Stuttgart as well, with easyJet and Vueling all serving the airport from their bases across Europe.

The best way to get from Stuttgart airport to the city centre is by using public transport which is clean, cheap and safe.
* The S-Bahn line S2 or S3 will bring you in its red or gray vehicles to Stuttgart's centre (€3.70) within 27 minutes (see Timetable from station 'Flughafen' to station 'Hauptbahnhof'). Tickets can be purchased at vending machines at the level below the airport and above the platform (follow the symbol with a white S on a green background). Tickets should be validated at orange boxes on the platform before boarding the train. Alternatively, the VVS app can be used. The airport is not in Stuttgart, but in zone 2. You can use all public transport within the zones with this ticket.
*The Stadtbahn line U6 will bring you to the airport from Stuttgart Hauptbahnhof in 32 min. Its yellow and black vehicles are especially designed to climb up and down the steep hills of Stuttgart. All axles of the vehicles are driven. It manages a steep slope of up to 8.5% which is the steepest regular-lane friction track in Europe that is used in local public transport. The airport U-Bahn stop is located outside of the airport building right next to the Mövenpick hotel (follow the symbol with a white U on a blue background).
* Several bus lines head for other destinations (e.g. Tübingen (828) and Reutlingen (X3)). For early flights during the week, the night bus N8 will bring you from Schlossplatz to the airport. The scheduled arrival at the airport is at 04:24. All buses will stop at the Stuttgart bus terminal (SAB) outside of the airport building just across the street.
* Taxis will be waiting at the airport. The airport's taxi service number is 0711/948 4409; Stuttgart's Taxi-Auto-Zentrale is 0711/55 10 000. Expect to pay around €30 to get to the city centre.
*In the ba"
Q1022,Stuttgart,get_around,"==Get around==

 
 

Stuttgart has a very compact city centre with most destinations within walking distance. Nearly all visitors arrive at the main train station (Hauptbahnhof). From there the remarkable 1.2-km-long pedestrian shopping street called “Königstraße” leads through the heart of the city, passing the Schlossplatz with the amazing New Palace, to the Rotebühlplatz (Stadtmitte). Other main sights (e.g. museums, opera) are just around the corner.

250px|thumb|A map of the S-Bahn and U-Bahn networks in Stuttgart

Stuttgart's public transportation system comprises two light rail system - the Stadtbahn (or U-Bahn) and Schnellbahn (S-Bahn), as well as a city bus system. It is managed by VVS and is fully integrated in that there is one fare and ticketing system for all forms of transit, so that a single ticket can be used on any mixture of buses and trains that may be required to complete the journey. The VVS's network called is divided in zones. The city of Stuttgart is only Zone 1. Most lines will lead via Hauptbahnhof, ending in a layout that is pretty centralised: If you want to go somewhere, chances are, you have to ride via Hauptbahnhof. The following Stadtbahn or S-Bahn stations are in the heart of the city: Hauptbahnhof, Schlossplatz, Charlottenplatz, Stadtmitte (Rotebühlplatz), Feuersee, Rathaus, Staatsgalerie and Berliner Platz (Liederhalle). For a complete description see the official map of VVS-network.

From Sunday to Wednesday public transportation stops around 01:00. On the weekend the S-Bahn is running hourly the whole night on all lines. So the inner city route from Hauptbahnhof to Schwabstraße is connected frequently. Additionally there are several night buses running, all starting from the Schlossplatz. On Thursdays there are night buses at 01:20, 02:30, 03:40. Be careful if you have a very early airplane since there are no S-Bahn connections weekdays to the airport in the early morning between 01:00 and 05:00. The only option is a night bus from Schlossplatz. 

250px|thumb|right|A Stadtbahn train on a tram-like section of line U4

Stuttgart's Stadtbahn is a combination of suburban light rail, tramway/streetcar system and underground metro (subway). In the very centre of the city, the tracks run underground, and the overground sections run along city streets, partially grade-separated and partially integrated into city streets like tramways. That way, the yellow carriages of the Stadtbahn can travel all the way from the suburban hillsides to the central hub by the Hauptbahnhof, allowing convenient commuting with minimal changeovers.

To distinguish the Stadtbahn from the suburban trains of the Schnellbahn, it is referred to as 15px U-Bahn, and its lines numbered from U1 to U16. U-Bahn stands for underground/metro/subway in most other cities in German-speaking countries, even though in Stuttgart it runs underground over only a small portion of the network.

Most of the U-Bahn lines go through the underground section in the ci"
Q2907,Sucre,get_in,"==Get in==

* 

The times and destination for buses to and from Sucre are as follows, and when it comes to ticket prices expect considerable bargains if you show up short notice. However, many companies sell only cama tickets, so if you want to travel cheap (semi-cama), maybe 3 hr before would be better. All the below origins/destinations except Potosí are overnight rides - buses generally don't run these routes in the daytime.

* Potosí &ndash; There are hourly connections that take 3-4 hr. You can also take a shared taxi, it will take about 2½-3 hr and the driver will go very very fast. 

* La Paz &ndash; 12 hr
* Oruro 
* Santa Cruz &ndash; 14 hr and buses pass through Samaipata. 
* Cochabamba &ndash; It is 8-10 hr hours by bus. Buses only leave in the afternoons and evenings, with the last bus typically leaving between 21:00 and 22:00. Much of this road is unpaved, and it can be a quite uncomfortable and cold ride. 
* Tupiza &ndash; Leaves at 22:00 from Tupiza.
* Tarija 
* Villazon &ndash; 9 hr.
* Uyuni &ndash; Leaves at 22:00 from Uyuni. 7-8 hr.

The roads out of Sucre are fairly rough, with the exception of the road to Potosí, which you also take to reach Oruro or La Paz. For this reason think hard about upgrading to a semi-cama or full cama bus. The overnight normal bus to Cochabamba is definitely not fun. (As of May 2024, this may be out of date - the road out of Sucre towards Oruro is quite good, except for a long dirt section near Oruro where a new paved highway is under construction.)

Tickets generally only go on sale the day that the bus will depart (although El Dorado will sell you a ticket the day before), so to be sure of getting a seat you need to arrive at the terminal before midday. However, if you are flexible, you can also arrive a few hours or an hour before and can get great bargains, e.g. semi-cama for La Paz for Bs. 50&mdash;see the country article. Many tour agencies will offer to book tickets ahead for you, but understand that this is not how things are normally done in Sucre, so expect to pay more, and make sure you check whether you need to redeem the ticket from the agency for a ticket from the bus line. If buying at the terminal itself, make sure to go to the operator's office inside the terminal; the touts in the car park outside are usually genuine, but have been known to ""double sell"" seats.

Whichever route you take or level of bus you opt for, do not expect to find a toilet on board unless you travel with the most expensive operators. Ask to make sure in any case. Do expect the bus to stop in the middle of the night somewhere close to a cheese vendor, and to see half of the male passengers lined up to relieve themselves against a convenient wall.

Blockades around Sucre and to nearby towns and cities are not uncommon, so ask whether the road is open or blocked before buying a ticket.

To get to or from Sucre from other cities besides Potosí without taking a night bus, it's possible to take a chain of ""trufis"" (c"
Q2907,Sucre,get_around,"==Get around==
thumb|Downhill view
Some of the attractions outside of Sucre, such as Tarabuco market and the dinosaur footprints, can be visited by guided tour, tourist bus or public transport.

Sucre is a small city and the center is very walkable. For the most part, you won't need to move more than five blocks from Plaza 25 de Mayo, the main square.

Outside of the city there are many hiking and walking opportunities, as explained below. For reliable trails and GPS navigation in this region, consult OpenStreetMap, which is used by many mobile Apps like OsmAnd or Mapy.cz. Or just download the according GPX or KML files through Waymarked Trails for such trails on OpenStreetMap. (Note, you just need to change the OpenStreetMap relation ID to download the GPX or KML files through the same link.)

Sucre has plentiful taxis. Within the centre, do not pay more than Bs. 5 per person.

Sucre has small buses (micros, really not much bigger than vans) that run set routes. They don't have actual stops, so just flag them down whenever and let the driver know when you're ready to get off. The fare is Bs. 3 (2026), which you pay to the driver. Micros run frequently and can sometimes be very crowded&mdash;don't be surprised to see someone hanging out the door."
Q1049,Sudan,get_in,"==Get in==

thumb|375px|A map showing the visa requirements of Sudan
Sudanese travel visas are expensive and difficult to acquire for some nationalities in some countries or for people with an Israeli stamp in their passport. It is advisable to obtain a Sudanese visa in your home country if possible.

thumb|Refugee camp near Nyala in South Darfur
From Egypt: Cairo and Aswan are the easiest places to get one (usually a couple of hours after application), it costs US$150 (as of November 2022), payment is now possible in Egyptian pounds. A letter of invitation/introduction from your embassy is no longer needed.

As of July 2022, a UK passport takes four days processing once handed in at the Cairo office, US$150 paid in absolutely pristine banknotes plus two small passport photos and the paper form filled in, as given there. The tourist visa is for two calendar months from date of issue; it is all written in Arabic. Your declared first hotel name is scrawled against the sponsor on the visa sticker, but a specific hotel booking doesn't seem needed despite indications for this elsewhere. It's a somewhat confused process where showing lots of deferrence and patience is required. They say a COVID-19 negative test taken within three days is needed at the border but no vaccine or quarantine, nor restrictions on entry or exit points. The embassy for visas in Cairo is near Dokki metro station, turning left onto Dokki street, following the flyover and then taking the last right hand side turning to the end, past the small hospital.

From Ethiopia - getting a visa from the Sudanese Embassy in Addis Ababa is extremely unpredictable, although it is cheaper (around US$60). Your name is first sent to Khartoum merely for approval. An official has stated, ""It could take two weeks, it could take two months."" Once your name has been approved, the visa itself only takes a couple of days. Britons and Americans are generally given more of a run around, but no nationality is guaranteed swift receipt of a visa. Expect to wait a minimum of two weeks for approval. If your trip continues from Sudan to Egypt and you already have your Egyptian visa you may be given a one-week transit visa for Sudan in only a day, which can be extended in Khartoum (at a hefty cost, though). The British Embassy in Addis Ababa charges a steep 740 birr (over GBP40) for their letter of invitation/introduction.

From Kenya - visa applications are submitted between 10:00 and 12:00 and visa collected next day 15:00-15:50. Price is 5,000 Kenyan shillings (Ksh) (US$50). Letter of support for application can be obtained from own embassy (e.g. British Embassy, charges Ksh8,200, turnaround time depends on availability of the Consul who needs to sign the letter). Sudanese Embassy is located in Kabarnet Road, off Ngong Road (10 minutes walk from Wildebeest Campsite accommodation in Kibera Road, and near Prestige Shopping Plaza). Google, Visa HQ, etc., show the old address (Minet ICDC building), which is not c"
Q1049,Sudan,get_around,"==Get around==

Apart from Khartoum, there are small airports in Wadi Halfa, El Debba, Dongola, Port Sudan, El Fasher, Wad Madani, Merowe and El Obeid, all served by Sudan Airways. Most flights operate from Khartoum. Be prepared for changing timetables and cancelled flights.

Although Sudan has one of the largest rail networks in Africa much of it is in a state of disrepair. There is reason for optimism about train travel in Sudan again. The Nile Express, with new trains brought in from China, now whisks passengers between Khartoum and Atbara on renovated tracks. More tracks are being renovated but for now other services are limited to local trains around the capital Khartoum, a weekly service from Wadi Halfa, timed with the ferry to/from Egypt, and a very sporadic service with Nyala. The sole operator of trains in Sudan is the Sudan Railways Corporation.

thumb|Traffic in Khartoum
Driving in Sudan is chaotic but not especially dangerous by African standards. Visitors to the area who are inexperienced at international driving are advised to hire a taxi or a driver. In most of the country, a 4WD is essential; Sudan's main highway is sealed for much of the way but most of the roads in the country are dirt or sand tracks. Crossing in to Sudan from Egypt via the ferry from Aswan to Wadi Halfa now has the benefit of the Chinese financed tarmac highway covering the 400 km south to Dongola, and then right through to Khartoum, another 500 km. This road is quick for overlanders as there are few military roadblocks, and very little other traffic.

thumb|240x240px|Passengers waiting for the bus to fill in Omdurman (2020)
While buses do run frequently in the better travelled areas, in remoter areas people tend to use trucks or ""boxes"" (Toyota Hiluxes) - they're usually just as crowded as the buses but have fewer people sitting on top and get stuck in the sand less often. They tend to go whenever they fill up, which can take half a day or so. If you have money to spare, you can hire a whole one to yourself

It is legal to cycle around Sudan, although it might be advisable to forget to mention your mode of transport when getting your permit to travel. ""Cycling"" will often consist of pushing the bike through sand or rattling along corrugations but the scenery and the warmth of the Sudanese people may compensate for the physical and bureaucratic hassles. Check carefully the availability of clean, drinkable water. Theft is not a problem; it is generally safe to leave bicycles unattended in villages and towns. Flies, puncture-generous thorn trees and, in the far north, lack of shade, can be real annoyances."
Q40811,Sukhumi,get_in,"==Get in==
If you enter Abkhazia with a travel permit issued by the Ministry of Foreign Affairs of Abkhazia, you'll need to visit Sukhum, as this is the place where (if you require a visa) you will have to exchange your permit for a proper visa. The consular service is located at the ground floor of the Ministry of Repatriation on ul. Sacharova 33 (from 09:00, lunchbreak from 12:00). Visit the consulate first to establish if payment is required (e.g. for UK nationals the entry permit may be sufficient). If required, then pay your visa fee ($10 for 10 days) at Sberbank, Lakoba Ave. (opposite no. 37, 09:00-17:00) before returning to the consulate as you will need the receipt in order to obtain the visa.

The direct sleeper train from Moscow has departures at least twice a week with more connections added during the holiday seasons. Departure time from Moskva Paveletsky station is 17:20, arriving in Suhkumi 13:07 two nights later. A local train also connects with the Russian summer resort of Sochi across the border, journey time is 5 hours. There are no train services from Georgia.

* 

Regular services connect Sukhum with the Russian border (2 hr 30 min, hourly), and much rarely with a few towns in Southern Russia. If you are coming from or going to Georgia, you should pick a service from/to the South Abkhazian town of Gali, where marshrutkas and taxis go to the Abkhazian military checkpoint at Inguri bridge, leading towards Zugdidi, Georgia.

Long-distance coaches and marshrutkas going in east bound direction depart from the square in front of the Railway station. Including the ones going to Southern Russian cities, Russian border (Psou), Gagra (2 hr), Gudauta, New Athos (30 min, ), Pitsunda.

Marshrutkas heading south and westward depart from the central market (Rynok), incl. Dranda, Gali, Ochamchira (1 hr, )."
Q40811,Sukhumi,get_around,"==Get around==
Most can easily be done on foot; bookshops sell quite decent maps.

Frequent marshrutkas and lesser frequent trolleybuses ply the roads. To get to the bus/train station (""voksal"") take any marshrutka/trolleybus going to the central market and then board trolleybus #1 or #3.

There are three trolleybus routes:
*№1 Central Market (""rynok"") - Noviy rayon. Via train station.
*№2 Central Market (""rynok"") - Kashtak. Via city center and then further southward along city coast line.
*№3 Central Market (""rynok"") - Zheleznodorozhniy Posyolok. Via train station"
Q3492,Sumatra,get_in,"==Get in==

Medan, as the largest city on the island, has the most flights including many international services to Singapore, Malaysia, and Thailand. Silangit International Airport near Lake Toba, Batam, Palembang, Pekanbaru, Padang and Banda Aceh also have international services. Other airports such as Bengkulu, Bandar Lampung, Tanjung Pinang, Pangkal Pinang, Jambi, Tanjung Pandan are served by domestic flights from Jakarta.
thumb|A sleeper bus on the Medan - Banda Aceh route

There are bus services from Java to various parts of Sumatra. Whilst most originate from Jakarta, there are services from Bandung, Semarang, Yogyakarta, Surabaya and Malang.

Most of the buses are in good condition and passengers are provided with blankets as trips take more than a day and the air conditioning can be freezing cold. As domestic low-cost carriers are not as cheap for long-distance trips, some passengers combine flights with a bus trip, such as flying from Jakarta to Pekanbaru, and then taking the bus to Medan. Luxury buses and sleeper buses are also available in the Banda Aceh - Medan route (Rp. 220,000 and up as of 2025).

The ferry between the port of Merak on the island of Java ( west of Jakarta) and Bakauheni in the far south of Sumatra (Lampung province) takes 1.5/3 hours (express/regular). Some passengers choose to travel by night, when it is cooler.

In addition, there are numerous ferry services connecting Sumatra to Malaysia as well as other Indonesian islands. The main port is Dumai in Riau, which is a visa-upon-arrival point and has direct links to Port Klang (3 hr), Port Dickson and Malacca (2.5 hr and costs 550,000 Rp (2024)) in Malaysia, as well as to the Indonesian island of Batam near Singapore. Other ports that have ferry service to Malaysia are Batam, Tanjung Balai Asahan, Bengkalis and Karimun.

There are round-the-clock ferry services from Singapore to Batam, Bintan, and Karimun."
